"","original_title","id","Drama","Comedy","Thriller","Action","Romance","Adventure","Crime","Science Fiction","Horror","Family","Fantasy","Mystery","Animation","History","War","Music","Documentary","Western","Foreign","TV Movie"
"3635","Argo",68734,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636","Seven Psychopaths",86838,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3637","Hoodwinked Too! Hood VS. Evil",57089,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3638","Gangs of वासेपुर",117691,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3639","Paranormal Activity 4",82990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3640","Alex Cross",94348,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3641","Cloud Atlas",83542,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3642","Silent Hill: Revelation 3D",61012,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3643","Like Dandelion Dust",43937,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3644","Killing Them Softly",64689,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3645","The Sessions",113947,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3646","Smashed",84341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3647","Wreck-It Ralph",82690,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3648","Lookin' to Get Out",47878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3649","Silver Linings Playbook",82693,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3650","Flight",87502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3651","Life of Pi",87827,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3652","The Man with the Iron Fists",97430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3653","Nuit Blanche",79070,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3654","Stolen",127493,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3655","Amour",86837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3656","Meet Monica Velour",56928,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3657","Lincoln",72976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3658","The Twilight Saga: Breaking Dawn - Part 2",50620,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3659","Red Dawn",60747,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"3660","Rise of the Guardians",81188,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"3661","Deadfall",97614,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662","Byzantium",102780,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3663","Step Up Revolution",85446,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3664","辛亥革命",76349,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"3665","The Hobbit: An Unexpected Journey",49051,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3666","Lay the Favorite",84305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3667","Crooked Arrows",106135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3668","הסיפור של יוסי",117629,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3669","Barfi!",127501,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3670","Zero Dark Thirty",97630,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3671","Fire with Fire",139567,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3672","Warm Bodies",82654,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3673","The Guilt Trip",82687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3674","Jack Reacher",75780,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3675","Django Unchained",68718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3676","This Is 40",89492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3677","Lo imposible",80278,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3678","Les Misérables",82695,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3679","Not Fade Away",128270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3680","Quartet",121826,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3681","StreetDance 3D",41592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3682","Parental Guidance",88042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3683","Promised Land",133694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3684","The Sweeney",116613,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3685","English Vinglish",118628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3686","Texas Chainsaw 3D",76617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3687","Gangster Squad",82682,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3688","The Samaritan",98339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3689","The Iceman",68812,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3690","A Haunted House",139038,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3691","Mama",132232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3692","Upstream Color",145197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3693","Broken City",98357,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3694","Shadow Dancer",84336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3695","써니",77117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3696","Movie 43",87818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3697","Parker",119283,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3698","Hansel & Gretel: Witch Hunters",60304,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"3699","The Last Godfather",70829,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3700","The East",87499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3701","Pink Ribbons, Inc.",89750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3702","Upside Down",58244,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3703","Side Effects",109421,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3704","Identity Thief",109431,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3705","Beautiful Creatures",109491,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3706","A Good Day to Die Hard",47964,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3707","21 & Over",107811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3708","Safe Haven",112949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3709","Elles",85545,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3710","Jagal",123678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3711","Universal Soldier: Day of Reckoning",122857,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"3712","Escape from Planet Earth",68179,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"3713","Before Midnight",132344,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3714","Snitch",134411,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3715","Dark Skies",145135,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3716","Oh Boy",130739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3717","Jack the Giant Slayer",81005,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"3718","The Last Exorcism Part II",146203,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3719","G.I. Joe: Retaliation",72559,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3720","Stoker",86825,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3721","Phantom",152259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3722","Oz: The Great and Powerful",68728,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"3723","The Croods",49519,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"3724","Burn",139948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3725","The Incredible Burt Wonderstone",124459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3726","Spring Breakers",122081,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3727","Los amantes pasajeros",144789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3728","The Call",158011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3729","Olympus Has Fallen",117263,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3730","The Place Beyond the Pines",97367,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3731","The Host",72710,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3732","The Good Doctor",65650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3733","Admission",144340,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3734","Hey Ram",60579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3735","Evil Dead",109428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3736","Trance",68727,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3737","Welcome to the Punch",93828,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3738","Poor White Trash",44895,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3739","Oblivion",75612,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3740","Dark Tide",59963,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3741","42",109410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3742","Den Skaldede Frisør",126250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3743","Disconnect",127517,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3744","Scary Movie 5",4258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3745","Pain & Gain",134374,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3746","Home Run",176124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3747","一代宗師",44865,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3748","This Is the End",109414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3749","Iron Man 3",68721,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3750","만추",91073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3751","Black Gold",77221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3752","Mud",103731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3753","The Afflicted",101501,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3754","About Cherry",94901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3755","The Great Gatsby",64682,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3756","Star Trek Into Darkness",54138,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3757","The Internship",116741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3758","Only God Forgives",77987,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3759","The Hangover Part III",109439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3760","Fast & Furious 6",82992,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3761","Epic",116711,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"3762","Le passé",152780,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3763","Down Terrace",42151,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3764","The Lords of Salem",104755,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3765","Behind the Candelabra",119675,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3766","Aftershock",123103,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3767","After Earth",82700,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3768","Now You See Me",75656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3769","Lovelace",77805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3770","Forces spéciales",74513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3771","Redd Inc.",133463,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3772","The Way Way Back",147773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3773","Man of Steel",49521,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3774","The Big Wedding",87567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3775","The Purge",158015,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3776","The Bling Ring",96936,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3777","Monsters University",62211,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3778","Maniac",103620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3779","Pacific Rim",68726,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3780","La migliore offerta",152742,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3781","World War Z",72190,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3782","Elysium",68724,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3783","Despicable Me 2",93456,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3784","White House Down",117251,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3785","The World's End",107985,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3786","Hummingbird",136418,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3787","The Heat",136795,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3788","The Lone Ranger",57201,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3789","The Spectacular Now",157386,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3790","Bhaag Milkha Bhaag",206324,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3791","R.I.P.D.",49524,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3792","The Conjuring",138843,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3793","Turbo",77950,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3794","The Wolverine",76170,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3795","Nefes: Vatan Sağolsun",27957,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"3796","2 Guns",136400,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3797","人再囧途之泰囧",151743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3798","Blue Jasmine",160588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3799","La grande bellezza",179144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3800","The Canyons",109729,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3801","Percy Jackson: Sea of Monsters",76285,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"3802","The Smurfs 2",77931,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"3803","Alan Partridge: Alpha Papa",177699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3804","Class of 1999",23535,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3805","Man of Tai Chi",76544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3806","We're the Millers",138832,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3807","Grown Ups 2",109418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3808","Kick-Ass 2",59859,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3809","Riddick",87421,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3810","Planes",151960,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3811","Cameron's Closet",59735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3812","Paranoia",115348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3813","風立ちぬ",149870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3814","Jobs",115782,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3815","The Mortal Instruments: City of Bones",123553,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3816","The Butler",132363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3817","In a World...",157360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3818","About Time",122906,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3819","Chennai Express",205022,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3820","The Frozen Ground",199373,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3821","Empire State",169209,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3822","The Immortals",29231,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3823","해운대",33196,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3824","Adore",111190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3825","No se Aceptan Devoluciones",211954,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3826","Getaway",146227,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3827","Gravity",49047,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3828","What If",212716,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3829","Prisoners",146233,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830","Out of the Furnace",164457,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3831","Austenland",156711,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3832","Rush",96721,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3833","The Family",112205,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3834","The To Do List",129139,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3835","Grand Masti",220714,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3836","Battle of the Year",109417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3837","Out on a Limb",114726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3838","Nebraska",129670,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3839","Metallica: Through the Never",193613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3840","स्पेशल 26",165904,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3841","Runner Runner",146238,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3842","La vie d'Adèle - Chapitres 1 et 2",152584,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3843","Parkland",209262,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3844","On the Job",190754,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3845","Cloudy with a Chance of Meatballs 2",109451,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3846","Captain Phillips",109424,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3847","Machete Kills",106747,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3848","Filth",85889,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3849","Drona",19623,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3850","Baggage Claim",175528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3851","Stitches",115210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3852","Escape Plan",107846,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3853","Carrie",133805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3854","The Fifth Estate",162903,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3855","The Counselor",109091,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3856","12 Years a Slave",76203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3857","All Is Lost",152747,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3858","Ender's Game",80274,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3859","Jackass Presents: Bad Grandpa",208134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3860","Thor: The Dark World",76338,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3861","Dallas Buyers Club",152532,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3862","피에타",123377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3863","Free Birds",175574,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3864","Last Vegas",137093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3865","Philomena",205220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3866","The Best Man Holiday",146304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3867","Ida",209274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3868","The Hunger Games: Catching Fire",101299,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3869","The Hobbit: The Desolation of Smaug",57158,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3870","47 Ronin",64686,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3871","Delivery Man",146239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3872","Venuto al mondo",121642,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3873","Frozen",109445,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3874","Inside Llewyn Davis",86829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3875","The Wolf of Wall Street",106646,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3876","Homefront",204082,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3877","Mandela: Long Walk to Freedom",192136,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3878","August: Osage County",152737,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3879","ആമേൻ",180048,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3880","Sweetwater",158916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3881","American Hustle",168672,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3882","The Secret Life of Walter Mitty",116745,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3883","Her",152601,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3884","Lone Survivor",193756,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3885","Saving Mr. Banks",140823,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3886","The Nutcracker: The Untold Story",49852,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
